指図のMRP管理者	製造指図/ネットワーク	指図の品目テキスト	計画開始	計画終了	明細カテゴリ	MRP管理者	品目コード	品目テキスト	出庫完了	所要量	出庫済み	所要残（不足数）	出庫保管場所在庫	プラント在庫数量	出庫保管場所	棚番	購買グループテキスト	仕入先コード	仕入先名称	購買依頼	購買発注量	購買発注登録日	指定納期	回答納期	入庫日付	購買伝票	常備の購買発注	MRPタイプ	WBS要素	親WBS要素	親ネットワーク番号	不足品目	利用可能数量
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	N00A1872100	接地銘板	X	            2.000	            2.000	            0.000	          459.000	          459.000	1210	B6004	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	N5A588600	制御電源端子ﾗﾍﾞﾙ	X	            2.000	            2.000	            0.000	          301.000	          301.000	1210	B6005	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	N5A588800	ﾀﾝｼﾗﾍﾞﾙ	X	            2.000	            2.000	            0.000	          369.000	          369.000	1210	B6006	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	53602056000	ASB306Eｵｳﾄﾞｳｽﾍﾟｰｻ ﾖﾋﾞM3 ｶ*D0A*	X	            2.000	            2.000	            0.000	          101.000	          101.000	1210	B8003	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	53692010900	ﾌﾟﾂｼﾕﾘﾍﾞﾂﾄ P4050W 6N	X	            2.000	            2.000	            0.000	          866.000	          866.000	1210	B8004	三木田				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	53602017200	BSF-310E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) M3 ｶ*	X	            2.000	            2.000	            0.000	          957.000	         2157.000	1210	B8007	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/19	2025/10/08	2025/10/08	0000/00/00		4502414792	PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	53602038900	BSF-315E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞM*	X	            2.000	            2.000	            0.000	          286.000	          286.000	1210	B8007	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	31930004800	660GH-250S 250A AC660V ｼﾔﾀﾞﾝK*	X	            6.000	            6.000	            0.000	           66.000	           66.000	1210	P1	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	33999056300	JL-92 ﾌｨﾝｶﾞｰｶﾞｰﾄﾞ 92ｶｸﾌｧﾝﾖｳ	X	            4.000	            4.000	            0.000	          720.000	          720.000	1210	P1	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	53612027700	ｽﾐﾁｭｰﾌﾞFZ25X0.4(ｸﾛ) ｽﾐﾁｭｰﾌﾞFZ*	X	            0.600	            1.000	            0.400-	          178.000	          178.000	1210	P1	生島　武				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	EFA797100	PCB端子ｶﾊﾞｰ UF3	X	            2.000	            2.000	            0.000	          610.000	          610.000	1210	P1	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	33324000300	UTL927A 1ｿｳ 2P AC230V 50/*D0A*	X	            4.000	            4.000	            0.000	          393.000	          393.000	1210	P2	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	F2A726601	CT 100/150A	X	            6.000	            6.000	            0.000	          219.000	          219.000	1210	P2	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	L	900	S00A0149503	PK130FG160 X	X	            6.000	            6.000	            0.000	          585.000	          585.000	1210	P2	未設定				            0.000	2025/06/19	2025/12/01	2025/12/20	0000/00/00		4502408430	PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	E00A5763100	ﾋﾝｼﾞﾋﾟﾝ(100-150)　材SUS	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00174	小松機工（株）	0012689225	            2.000	2025/02/07	2025/02/24	2025/02/21	2025/02/26	4502382888		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	E00A5922000	UG3 150A ﾊｰﾈｽ 3/6ｱｰﾑ	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		未設定	S01970	（株）ＫＳＨ	0012685846	            2.000	2025/01/22	2025/02/18	2025/02/18	2025/02/21	4502379793		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	E00A5922600	UG3 150A ﾊｰﾈｽ 6ｱｰﾑﾖｳ	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		未設定	S01970	（株）ＫＳＨ	0012685847	            2.000	2025/01/22	2025/02/18	2025/02/18	2025/02/19	4502379794		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	E00A5988600	絶縁シート(150) 材PET	X	            6.000	            6.000	            0.000	            0.000	            0.000	1210		岡本　浩	S01414	（株）松本製作所	0012689226	            6.000	2025/02/07	2025/02/24	2025/02/24	2025/02/19	4502383014		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	J00A6316000	側面補強金具(150)　材SECC	X	            4.000	            4.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012686995	            4.000	2025/01/28	2025/02/24	2025/02/26	2025/02/26	4502380644		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	J00B1857100	右側面板(150-250) 材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012686996	            2.000	2025/01/28	2025/02/24	2025/03/05	2025/03/25	4502380645		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	J00B1857200	左側面板(150-250) 材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012686997	            2.000	2025/01/28	2025/02/24	2025/03/05	2025/03/25	4502380646		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	J00B1857300	ﾌﾛﾝﾄｶﾊﾞｰ(150)　材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012686998	            2.000	2025/01/28	2025/02/24	2025/03/05	2025/03/25	4502380647		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	J00B1857400	ﾌｧﾝ固定金具(150) 材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012686999	            2.000	2025/01/28	2025/02/24	2025/03/05	2025/03/11	4502380648		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	J00B1857500	ﾌｧﾝ金具(150)　材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687000	            2.000	2025/01/28	2025/02/24	2025/03/05	2025/03/25	4502380649		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	J00B1857600	側面保持金具(150) 材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687001	            2.000	2025/01/28	2025/02/24	2025/03/05	2025/03/11	4502380650		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	J00B1857700	天板(150)　材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687002	            2.000	2025/01/28	2025/02/24	2025/03/05	2025/03/11	4502380651		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016556	UG3-0150KF ES	2025/03/07	2025/08/27	N	900	J00B1857800	端子取付板(150)　材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687003	            2.000	2025/01/28	2025/02/24	2025/03/05	2025/03/25	4502380652		PD	K-0000303-20	K-0000303-20			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	600033111	TJ3A5897A-Z ﾌﾞﾂｼﾝｸﾞｵﾝVCﾖｳ	X	            6.000	            6.000	            0.000	         2788.000	         3788.000	1210	B1001	武村　靖彦	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/31	2025/09/25	0000/00/00	0000/00/00		4502417063	PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	600033112	TJ3A5897A-Z ﾌﾞﾂｼﾝｸﾞﾒﾝVCﾖｳ	X	            6.000	            6.000	            0.000	         2553.000	         3553.000	1210	B1001	武村　靖彦	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/31	2025/09/25	0000/00/00	0000/00/00		4502417064	PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	31930001000	AMS-7B ﾏｲｸﾛｽｲｯﾁ GH,FHｼﾘｰｽ*D0A*	X	            6.000	            6.000	            0.000	          322.000	          322.000	1210	B2101	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	600033302	ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NB-300B	X	           12.000	           12.000	            0.000	          294.000	          294.000	1210	B2102	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/24	2025/08/25	2025/08/25	0000/00/00		4502415434	PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	53202005500	TM147-2 ﾇｹﾄﾞﾒW ﾖﾋﾞ  4MM ｶﾞｲｹｲ*	X	            6.000	            6.000	            0.000	          816.000	         1416.000	1210	B4003	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	53670002100	PS5B-30 30 ﾀｲﾍﾝ8 PPS樹脂 M5ｵｽ-ﾒ*	X	           18.000	           18.000	            0.000	          144.000	          144.000	1210	B4004	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	600033308	ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NA-305B	X	           12.000	           12.000	            0.000	           90.000	           90.000	1210	B4004	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/24	2025/08/25	2025/08/25	0000/00/00		4502415435	PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	N00A1872100	接地銘板	X	            2.000	            2.000	            0.000	          459.000	          459.000	1210	B6004	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	N5A588600	制御電源端子ﾗﾍﾞﾙ	X	            2.000	            2.000	            0.000	          301.000	          301.000	1210	B6005	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	N5A588800	ﾀﾝｼﾗﾍﾞﾙ	X	            2.000	            2.000	            0.000	          369.000	          369.000	1210	B6006	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	53602056000	ASB306Eｵｳﾄﾞｳｽﾍﾟｰｻ ﾖﾋﾞM3 ｶ*D0A*	X	            2.000	            2.000	            0.000	          101.000	          101.000	1210	B8003	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	53692010900	ﾌﾟﾂｼﾕﾘﾍﾞﾂﾄ P4050W 6N	X	            2.000	            2.000	            0.000	          866.000	          866.000	1210	B8004	三木田				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	53602017200	BSF-310E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) M3 ｶ*	X	            2.000	            2.000	            0.000	          957.000	         2157.000	1210	B8007	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/19	2025/10/08	2025/10/08	0000/00/00		4502414792	PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	53602038900	BSF-315E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞM*	X	            2.000	            2.000	            0.000	          286.000	          286.000	1210	B8007	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	31930004600	660GH-125S 125A AC660V ｼﾔﾀﾞﾝK*	X	            6.000	            6.000	            0.000	           87.000	           87.000	1210	P1	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	53612027700	ｽﾐﾁｭｰﾌﾞFZ25X0.4(ｸﾛ) ｽﾐﾁｭｰﾌﾞFZ*	X	            0.400	            1.000	            0.600-	          178.000	          178.000	1210	P1	生島　武				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	EFA797100	PCB端子ｶﾊﾞｰ UF3	X	            2.000	            2.000	            0.000	          610.000	          610.000	1210	P1	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	F2A726501	CT 25/35/50/75A	X	            6.000	            6.000	            0.000	          683.000	          683.000	1210	P2	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	L	900	S00A0149503	PK130FG160 X	X	            6.000	            6.000	            0.000	          585.000	          585.000	1210	P2	未設定				            0.000	2025/06/19	2025/12/01	2025/12/20	0000/00/00		4502408430	PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	N	900	E00A5762300	ﾋﾝｼﾞﾋﾟﾝ(25-75)　材SUS	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00174	小松機工（株）	0012689234	            2.000	2025/02/07	2025/03/25	2025/03/26	2025/03/19	4502382889		PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	N	900	E00A5921800	UG3 25A-75A ﾊｰﾈｽ 3/6ｱｰﾑ	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		未設定	S01970	（株）ＫＳＨ	0012685848	            2.000	2025/01/22	2025/02/18	2025/02/18	2025/02/20	4502379795		PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	N	900	E00A5922400	UG3 25A-75A ﾊｰﾈｽ 6ｱｰﾑﾖｳ	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		未設定	S01970	（株）ＫＳＨ	0012685849	            2.000	2025/01/22	2025/02/18	2025/02/18	2025/02/19	4502379796		PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	N	900	E00A5985000	絶縁シート(25-100)　材PET	X	            6.000	            6.000	            0.000	            0.000	            0.000	1210		岡本　浩	S01414	（株）松本製作所	0012689235	            6.000	2025/02/07	2025/03/25	2025/03/25	2025/03/24	4502383015		PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	N	900	J00B1854400	ﾌﾛﾝﾄｶﾊﾞｰ(25-75)　材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687004	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/09	4502380653		PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	N	900	J00B1854600	端子取付板(25-75) 材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687005	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/08	4502380654		PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	N	900	J00B1854700	ﾋｰﾄｼﾝｸ取付板(25-75)材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687006	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/09	4502380655		PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	N	900	J00B1854800	側面保持金具(25-75)材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687007	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/09	4502380656		PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	N	900	J00B1855300	右側面板(75-100) 材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687008	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/09	4502380657		PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	N	900	J00B1855400	左側面板(75-100)　材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687009	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/09	4502380658		PD	K-0000303-21	K-0000303-21			            0.000
B40	60016557	UG3-0075KF ES	2025/04/07	2025/08/27	N	900	J00B1855500	天板(75)　材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687010	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/09	4502380659		PD	K-0000303-21	K-0000303-21			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	52501158700	SYM-001T-P0.6(N) 8500/1ﾘｰﾙ		            8.000	            0.000	            8.000	            0.000	            0.000	1212		谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			ND	K-0000303-22	K-0000303-22		X	            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	26303039300	SMR-03V-N ﾘｾﾌﾟﾀｸﾙ 250V 3A 3P *	X	            4.000	            4.000	            0.000	          977.000	          977.000	1210	B1001	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	34811212200	OHD3-90B OFF 90ﾟC ﾄﾞｳｻOFF ｾﾂﾃ*	X	            6.000	            6.000	            0.000	         1113.000	         1113.000	1210	B1001	高間　奈穂	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/26	2025/09/25	0000/00/00	0000/00/00		4502416074	PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	600033111	TJ3A5897A-Z ﾌﾞﾂｼﾝｸﾞｵﾝVCﾖｳ	X	            6.000	            6.000	            0.000	         2788.000	         3788.000	1210	B1001	武村　靖彦	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/31	2025/09/25	0000/00/00	0000/00/00		4502417063	PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	600033112	TJ3A5897A-Z ﾌﾞﾂｼﾝｸﾞﾒﾝVCﾖｳ	X	            6.000	            6.000	            0.000	         2553.000	         3553.000	1210	B1001	武村　靖彦	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/31	2025/09/25	0000/00/00	0000/00/00		4502417064	PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	26303039400	SMP-03V-NC ﾌﾟﾗｸﾞ 3A 3P ﾀｲｱﾂ10*	X	            4.000	            4.000	            0.000	          507.000	          507.000	1210	B2101	谷口　真知子	S01062	日本圧着端子製造（株）		            0.000	2025/05/27	2025/10/02	2025/10/02	0000/00/00		4502403404	PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	31930001000	AMS-7B ﾏｲｸﾛｽｲｯﾁ GH,FHｼﾘｰｽ*D0A*	X	            6.000	            6.000	            0.000	          322.000	          322.000	1210	B2101	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	600033302	ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NB-300B	X	           12.000	           12.000	            0.000	          294.000	          294.000	1210	B2102	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/24	2025/08/25	2025/08/25	0000/00/00		4502415434	PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	53202005500	TM147-2 ﾇｹﾄﾞﾒW ﾖﾋﾞ  4MM ｶﾞｲｹｲ*	X	            4.000	            4.000	            0.000	          816.000	         1416.000	1210	B4003	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	53670002100	PS5B-30 30 ﾀｲﾍﾝ8 PPS樹脂 M5ｵｽ-ﾒ*	X	           18.000	           18.000	            0.000	          144.000	          144.000	1210	B4004	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	600033308	ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NA-305B	X	           12.000	           12.000	            0.000	           90.000	           90.000	1210	B4004	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/24	2025/08/25	2025/08/25	0000/00/00		4502415435	PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	N00A1872100	接地銘板	X	            2.000	            2.000	            0.000	          459.000	          459.000	1210	B6004	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	N5A588600	制御電源端子ﾗﾍﾞﾙ	X	            2.000	            2.000	            0.000	          301.000	          301.000	1210	B6005	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	N5A588800	ﾀﾝｼﾗﾍﾞﾙ	X	            2.000	            2.000	            0.000	          369.000	          369.000	1210	B6006	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	53602056000	ASB306Eｵｳﾄﾞｳｽﾍﾟｰｻ ﾖﾋﾞM3 ｶ*D0A*	X	            2.000	            2.000	            0.000	          101.000	          101.000	1210	B8003	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	53692010900	ﾌﾟﾂｼﾕﾘﾍﾞﾂﾄ P4050W 6N	X	            2.000	            2.000	            0.000	          866.000	          866.000	1210	B8004	三木田				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	53602017200	BSF-310E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) M3 ｶ*	X	            2.000	            2.000	            0.000	          957.000	         2157.000	1210	B8007	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/19	2025/10/08	2025/10/08	0000/00/00		4502414792	PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	53602038900	BSF-315E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞM*	X	            2.000	            2.000	            0.000	          286.000	          286.000	1210	B8007	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
