品目コード	プラント	品目タイプ	品目St	標準原価	価格単位	１個標準原価	現会計年度	現会計期間	評価クラス	間接費グループ	基本数量単位	調達タイプ	特殊調達タイプ	削除フラグ	品目テキスト	バルク品目	登録日付	登録者	変更日付	変更者	品目グループ	発注単位	NL	プラントレベル削除フラグ	出庫保管場所	入庫保管場所	在庫決定グループ	購買グループ	MRPグループ	MRP管理者	MRPタイプ	日程計画余裕キー	納入予定日数	入庫処理日数	発注点	安全在庫	最小ロットサイズ	最大ロットサイズ	固定ロットサイズ	購買発注丸め数量	組立不良率	製造計画担当	原産国	原産地	利益センタ	原価計算ロットサイズ	原価計算特殊調達タイプ	間接費キー	品目発生源	RoHSフラグ	RoHS日付	RoHSテキスト	安全重要	安全重要テキスト	設計予算材料費	設計予算加工費	図面改訂	該非判定	メーカーコード	メーカ正式名称1	メーカ正式名称2	格上げ区分	工程	適合確認Ver	集団変換後品目コード	GL勘定	棚番	メーカー名	Av	バックフラッシュ	購買発注テキスト
SSS35021017400	P300	ROH		2860.000	1	2860.000	0000	000	1200	ZZS300	PC	F			PBW15F-15-N		20221221	MM3005	20250711	MM3005	99				3110	3110		504		S90	PD	080	7	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						0.00	0.00										154000	P05-1		02		
SSS50908184901	P300	ROH		590.000	1	590.000	0000	000	1200	ZZS300	PC	F			N-PBA15		20221221	MM3005	20250711	MM3005	99				3110	3110		504		S90	PD	080	7	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						0.00	0.00										154000	P05-1		02		
SSS81000068	P300	ROH		2270.000	1	2270.000	0000	000	1200	ZZS300	PC	F			PBA15F-5		20221221	MM3005	20250711	MM3005	99				3110	3110		504		S90	PD	080	7	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						0.00	0.00										154000	P05-2		02		
31912002200	P300	ROH		5175000.000	1000	5175.000	2025	001	1200	ZZS310	PC	F			6,9URD31TTF630 630A AC690V ｼﾔﾀﾞﾝ 200KA X		20090612	SIS008	20250711	MM3005	31		L		3110	3110		502		S90	PD	040	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	X		RoHS非適合品	A	安全重要部品	4950.00	0.00		Y								154000	P06-5	FERRAZ	02		2017/6/29時点仕入先情報：終息予定なし。生産地情報：中国
35015617400	P300	ROH		6000000.000	1000	6000.000	2025	001	1200	ZZS310	PC	F			HWS150A-24/A DC  24V DC 6.5A *		20150904	SISSYS	20250711	MM3005	ZZZ		L		3110	3110		504		S90	PD	010	730	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						5720.00	0.00		X	4500613	ＴＤＫラムダ						154000	P05-3	TDKﾗﾑﾀ	02		2017/8/30時点仕入先情報：必要時、お問い合わせください。生産地情報：
31912002400	P300	ROH		8280000.000	1000	8280.000	2025	001	1200	ZZS310	PC	F			6,9URD33TTF1250 1250A AC690V ｼﾔﾀﾞﾝ 200KA		20090611	SIS008	20250711	MM3005	31		L		3110	3110		502		S90	PD	030	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	X		RoHS非適合品			10120.00	0.00		Y								154000	P06-5	FERRAZ	02		2017/6/29時点仕入先情報：終息予定なし。生産地情報：中国
31912160201	P300	ROH		7337000.000	1000	7337.000	2025	001	1200	ZZS310	PC	F			8,5URD73TTF1400 1400A AC850V*		20090828	SISSYS	20250711	MM3005	ZZZ		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	X		RoHS非適合品			12500.00	0.00		Y	3000002	ＦＥＲＲＡＺ						154000	P06-4	FERRAZ	02		2017/6/29時点仕入先情報：終息予定なし。生産地情報：中国
31912165500	P300	ROH		1000000.000	1000	1000.000	0000	000	1200	ZZS310	PC	F			MC3E2-5BS ﾏｲｸﾛｽｲﾂﾁ		20160519	SISSYS	20250711	MM3008	ZZZ		N		3110	3110	3110	500		S90	PD	080	150	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						580.00	0.00		Y	3000002	ＦＥＲＲＡＺ						154000		FERRAZ	02		2017/6/29時点仕入先情報：終息予定なし。生産地情報：フランス
S00A0160402	P300	FERT		2652752.000	1000	2652.752	0000	000	3200	ZZS310	PC	F			PD200FG-160 X		20220530	SISSYS	20250714	MM1055	ZZF		L		3110	3110	3110	500		S90	PD	080	180	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						0.00	0.00		Y				1				154000			02		
P0A481300	P300	HALB		25229000.000	1000	25229.000	0000	000	2200	ZZS310	PC	F			IK-4813        ﾏﾂｺﾝ ｼｰｹﾝｽ		20090611	SIS019	20250711	MM3008	ZZH		L		3110	3110	3110	500		S90	PD	080	12	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						16495.00	7762.00	B		4500112	三社電機		1				154000		ｻﾝｼﾔ D	02		
44499003000	P300	ROH		150000.000	1000	150.000	2025	001	1200	ZZS310	PC	F			FMD-4204S IF 20A VRM 400V TO3*		20210713	SISSYS	20250711	MM3005	ZZZ		L		3110	3110	3110	500		S90	PD	080	210	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			145.00	0.00			4500109	サンケン						154000		ｻﾝｹﾝ	02		
42601004100	P300	ROH		408800.000	1000	408.800	0000	000	1200	ZZS310	PC	F			SS351106QP-1 DC 350V 10MF*D0A*		20090612	SIS008	20250714	MM3008	42		L		3110	3110	3110	500		S90	PD	080	150	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)	N	有検査部品	303.00	0.00		Y	4500300	パナソニック						154000		ﾊﾟﾅｿﾆｸ	02		
24125007802	P300	ROH		690000.000	1000	690.000	0000	000	1200	ZZS310	PC	F			SC03/G ﾃｲｶｸAC600V ﾂｳﾃﾞﾝ 20A ｼ*		20090612	SIS008	20250714	MM3008	24		N		3110	3110	3110	500		S90	PD	080	14	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			665.00	0.00		X	4501251	富士電機				4		154000		ﾌｼﾞﾃﾝｷ	02		
P0A544001	P300	HALB		122648000.000	1000	122648.000	0000	000	2200	ZZS310	PC	F			MK-5440A S01  PR CONT.PCB		20090611	SIS019	20250714	MM3008	ZZH		L		3110	3110	3110	500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						26681.00	12556.00	A	Y	4500112	三社電機		1				154000		ｻﾝｼﾔ D	02		
EAA083100	P300	HALB		165000.000	1000	165.000	0000	000	2200	ZZS310	PC	F			ﾎﾞｳｼﾞﾝｽﾎﾟﾝｼﾞ		20090612	SIS008	20250714	MM3008	EE		N		3110	3110	3110	500		S90	PD	080	22	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						132.00	0.00	B	Y								154000		ﾓｷﾞ	02		
EAA079900	P300	HALB		250000.000	1000	250.000	0000	000	2200	ZZS310	PC	F			ﾎﾞｳｼﾞﾝｽﾎﾟﾝｼﾞ		20090612	SIS008	20250714	MM3008	EE		N		3110	3110	3110	500		S90	PD	080	24	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						198.00	0.00		Y								154000		ﾓｷﾞ	02		
EAA079800	P300	HALB		165000.000	1000	165.000	0000	000	2200	ZZS310	PC	F			ﾎﾞｳｼﾞﾝｽﾎﾟﾝｼﾞ		20090612	SIS008	20250714	MM3008	EE		N		3110	3110	3110	500		S90	PD	080	22	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						132.00	0.00		Y								154000		ﾓｷﾞ	02		
10802131500	P300	ROH	Z3	27000000.000	1000	27000.000	2025	001	1200	ZZS310	PC	F			MZ-200JK2ARR		20100702	SISSYS	20250715	MM3006	ZZZ		N		3110	3110	3110	500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			55000.00	0.00		X								154000		ｻﾝｺｳｼﾔ	02		後継機種）
10802026800	P300	ROH		8050000.000	1000	8050.000	0000	000	1200	ZZS310	PC	F			KVSAAB IN.DC4-20MA OUT:MAX 20MA OUT:MIN		20090611	SIS008	20250722	MM1055	10		N		3110	3110	3110	500		S90	PD	080	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2009/06/01	三社ランク指針適合品(RoHS品)			7942.00	0.00		Y								154000		ｴﾑｼｽﾃﾑ	02		2017/8/30時点仕入先情報：終息予定なし。生産地情報：大阪府
10802054600	P300	ROH		8050000.000	1000	8050.000	0000	000	1200	ZZS310	PC	F			KVS-0A-B IN:DC72MV OUT:MAX20M*		20090611	SIS008	20250722	MM1055	10		N		3110	3110	3110	500		S90	PD	080	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2007/02/01	三社ランク指針適合品(RoHS品)			7942.00	0.00		Y	4501279	エム　システム技研						154000		ｴﾑｼｽﾃﾑ	02		2017/8/30時点仕入先情報：終息予定なし。生産地情報：大阪府
10802066400	P300	ROH		8050000.000	1000	8050.000	0000	000	1200	ZZS310	PC	F			KVS-0A-B IN:DC0-12.5V OUT:MAX*		20090611	SIS008	20250722	MM1055	10		N		3110	3110	3110	500		S90	PD	080	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2009/06/01	三社ランク指針適合品(RoHS品)			7942.00	0.00		Y	4501279	エム　システム技研						154000		ｴﾑｼｽﾃﾑ	02		2017/8/30時点仕入先情報：終息予定なし。生産地情報：大阪府
24127115300	P300	ROH		1350000.000	1000	1350.000	0000	000	1200	ZZS310	PC	F			TR0NH/3 3P 4-6A ｼﾕﾄﾞｳﾌﾂｷ		20090612	SIS008	20250715	MM3008	24		N		3110	3110	3110	500		S90	PD	080	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			1353.00	0.00		X	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
31912145300	P300	ROH		16200000.000	1000	16200.000	0000	000	1200	ZZS310	PC	F			CS8F1200 1200A AC800V ｼﾔﾀﾞﾝ 2*		20090611	SIS008	20250717	MM1055	31		N		3110	3110	3110	500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			14300.00	0.00		Y	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
34832004601	P300	ROH		56600000.000	1000	56600.000	0000	000	1200	ZZS310	PC	F			ODM300SPTBS ｼﾞﾕﾝｽｲ MAX 100L/M*		20090612	SIS008	20250717	MM1055	34		N		3110	3110	3110	500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						50160.00	0.00		X	4500623	東京流機						154000		ﾄｳｷﾖｳﾘ	02		
SSS80000809	P300	ROH		10300.000	1	10300.000	0000	000	1200	ZZS300	PC	F			FVL-150(双葉町減容化施設（中間貯蔵施設）)		20250715	MM3009	20250715	SD3005	99				3110	3110		503		S90	PD	080	45	0	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						0.00	0.00										154000			02		
P00A0800800	P300	HALB		1832083.000	1000	1832.083	2025	004	2200	ZZS310	PC	F			MK-8008      IGBT GATE		20240322	SISSYS	20250716	MM3008	ZZH		L		3110	3110	3110	500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						0.00	0.00	AD		4500112	三社電機		1				154000	CB01-1	ｻﾝｼﾔ D	02		P300 MRT-B修理対応のため、安全在庫8設定。
P0A542701	P300	HALB		20310.000	1	20310.000	2025	004	2200	ZZS310	PC	F			MK-5427A S01 (F) CC-LINK		20090611	SIS019	20250716	MM3008	ZZH		L		3110	3110		502		S90	PD	010	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						12360.00	5820.00		Y	4500112	三社電機		1				154000	CB05-4	ｻﾝｼﾔ D	02		P300 MRT-B修理対応のため、安全在庫2設定。
31402012200	P300	ROH		194000.000	1000	194.000	0000	000	1200	ZZS310	PC	F			SHV12-1A 1A AC400V DC400V ｶﾞｲｹｲ 5.2ﾌｱｲ ﾅ		20090612	SIS008	20250716	MM3008	31		L		3110	3110	3110	500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2005/04/01	三社ランク指針適合品(RoHS品)			314.00	0.00		Y								154000		SOC	02		2020/1/20 IPO評価減部材
44701001900	P300	ROH		2440000.000	1000	2440.000	0000	000	1200	ZZS310	PC	F			BCR8PM20LA VDRM1000V IT(RMS) *		20090612	SIS008	20250716	MM3008	44		L		3110	3110	3110	500		S90	PD	080	360	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			176.00	0.00		X	4501186	ルネサステクノロジー						154000		ﾙﾈｻｽﾃｸ	02		IK-6125に使用
670032266	P300	ROH		1850000.000	1000	1850.000	2025	001	1200	ZZS310	PC	F			ｻﾗﾝﾛﾂｸ OM-150 400X700X25		20090611	SIS008	20250716	SD3004	67		N		3110	3110		503		S90	PD	080	14	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			1848.00	0.00		Y	4500473	篠原電機				3		154000		ｼﾉﾊﾗ D	02		
670032223	P300	ROH		3180000.000	1000	3180.000	2025	001	1200	ZZS310	PC	F			ｻﾗﾝﾛﾂｸ OM-150 600X800X25		20090611	SIS008	20250716	SD3004	67		N		3110	3110	3110	500		S90	PD	080	14	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			3498.00	0.00		Y								154000		ｼﾉﾊﾗ D	02		
U00A0119303	P300	HALB		434887000.000	1000	434887.000	2025	004	2200	ZZS310	PC	F			＆PC3-F150V6F8-L-B		20180309	SISSYS	20250716	MM3010	ZZH		L		3110	3110	3110	500		S90	PD	080	180	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						0.00	0.00	AM					1				154000	1F		02		三菱IGBT手配完了、次回手配分より新型IGBT
U00A0119203	P300	HALB		435382000.000	1000	435382.000	2025	004	2200	ZZS310	PC	F			＆PC3-F150V6F8-R-B		20180309	SISSYS	20250716	MM3010	ZZH		L		3110	3110	3110	500		S90	PD	080	180	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						0.00	0.00	AM					1				154000	1F		02		三菱IGBT分手配完了、次回手配分より新型IGBT
43401007100	P300	ROH	J	8750000.000	1000	8750.000	2025	001	1200	ZZS310	PC	F			CM600HU24H VCES1200V VGES  20*		20090612	SIS008	20250717	MM3005	43		L		3110	3110		504		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)	N	有検査部品	10560.00	0.00		X	4501074	三菱電機				3		154000		ﾐﾂﾋﾞｼD	02		風力。
42605486400	P300	ROH	Z	4520000.000	1000	4520.000	0000	000	1200	ZZS310	PC	F			FF2 AC200V 1ｿｳ 50/60HZ 75MF ﾎ*		20140924	SISSYS	20250717	SISSYS	ZZZ		N		3110	3110	3110	500		S90	PD	080	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	X		RoHS非適合品			2200.00	0.00		X	4500481	指月電機						154000		ｼｽﾞｷ D	02		
SSSD00A0456200	P300	ROH		1900.000	1	1900.000	0000	000	1200	ZZS300	PC	F			フィルター購入仕様書		20250717	MM3009	20250717	MM3009	99				3110	3110		503		S90	PD	080	10	0	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						0.00	0.00										154000			02		
D00A0456200	P300	ROH	Z	409887.000	1000	409.887	2025	001	1200	ZZS310	SET	F			フィルター購入仕様書		20150812	SISSYS	20250718	SISSYS	ZZZ		L		3110	3110		502		S90	PD	010	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						325.00	0.00		X	6900277	チャン州科華技術有限責任公司						154000		ｹﾌｱ	02		購入の場合：SSSD00A0456200　フィルター購入仕様書
33311391300	P300	ROH		2650000.000	1000	2650.000	2025	001	1200	ZZS310	PC	F			9S0812H402 DC12V 2.76W 0.*D0A*		20190130	SISSYS	20250722	MM3006	ZZZ		L		3110	3110	3110	500		S90	PD	060	120	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						1560.00	0.00		Y	4500115	山洋電気						154000		ｻﾝﾖｳ D	02		フィリピン生産４か月必要
42504950400	P300	ROH		1840000.000	1000	1840.000	2025	001	1200	ZZS310	PC	F			HCGHA2D123YD130PH DC 200V 120*		20200327	SISSYS	20250722	MM3005	ZZZ		L		3110	3110		500		S90	PD	010	40	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						1870.00	0.00		Y	4501255	日立エーアイシー						154000	P07-4	ﾋﾀﾁAIC	02		25個/箱
42605011400	P300	ROH		3872000.000	1000	3872.000	2025	001	1200	ZZS310	PC	F			FE AC220V 3ｿｳ 50/60HZ 50MF ﾎｱﾝｿｳﾁ=ﾂｷ XXX		20090611	SIS008	20250722	MM3005	42		N		3110	3110		502		S90	PD	060	40	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	X		RoHS非適合品			3520.00	0.00		X								154000	P12-3	ｼｽﾞｷ D	02		
42900009800	P300	ROH		28600000.000	1000	28600.000	2025	001	1200	ZZS310	PC	F			RG12B457 AC115V 1ｿｳ 400HZ 450MF ﾎｱﾝｿｳﾁ=ﾂ		20090611	SIS008	20250722	MM3005	42		N		3110	3110	3110	500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	X		RoHS非適合品			28600.00	0.00		X								154000	P12-4	ｼｽﾞｷ D	02		
25001340800	P300	ROH		2717068.000	1000	2717.068	2025	001	1200	ZZS310	PC	F			B3T5-30.0/415-3400BA2C1GE*D0A*		20160509	SISSYS	20250722	MM3005	ZZZ		L		3110	3110	3110	500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			110.00	0.00			6900283	浙江百事宝電器股分有限公司				5		154000	P07-1	BSB	02		
P00A0724700	P300	HALB		14968000.000	1000	14968.000	0000	000	2200	ZZS310	PC	F			MK-7247A ISO AMP(RoHS)		20161101	SISSYS	20250723	MM3008	ZZH		L		3110	3110	3110	500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			6000.00	0.00	AE	Y	4500112	三社電機		1				154000		ｻﾝｼﾔ D	02		
35021017500	P300	ROH	Y	4250000.000	1000	4250.000	2025	001	1200	ZZS310	PC	F			PBA100F-24-N DC  24V DC 4.5A *		20100907	SISSYS	20250723	SISSYS	ZZZ		L		3110	3110		504		S90	PD	010	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			6996.00	0.00		Y	4500793	コーセル				5		154000	P05-1	ｺｰｾﾙ	02		
35021013700	P300	ROH	Y	5700000.000	1000	5700.000	2025	001	1200	ZZS310	PC	F			PBA150F-24N DC  24V DC 6.5A 1*		20090611	SIS008	20250723	SISSYS	35		L		3110	3110		504		S90	PD	030	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			6996.00	0.00		X	4500793	コーセル				4		154000		ｺｰｾﾙ	02		
35021015200	P300	ROH	Y	2140000.000	1000	2140.000	2025	001	1200	ZZS310	PC	F			PBA15F-24-N DC  24V DC 0.7A 1*		20090611	SIS008	20250723	SISSYS	35		L		3110	3110		504		S90	PD	010	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			2464.00	0.00		Y	4500793	コーセル				4		154000	P05-2	ｺｰｾﾙ	02		
35021016700	P300	ROH	Y	2140000.000	1000	2140.000	2025	001	1200	ZZS310	PC	F			PBA15F-5-N DC   5V DC   3A 15*		20090629	SIS008	20250723	SISSYS	35		L		3110	3110		504		S90	PD	050	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			2464.00	0.00		Y	4500793	コーセル				4		154000	P05-1	ｺｰｾﾙ	02		
35021017300	P300	ROH	Y	2600000.000	1000	2600.000	2025	001	1200	ZZS310	PC	F			PBA15F-12-N DC  12V DC 1.3A 1*		20091030	SISSYS	20250723	SISSYS	ZZZ		L		3110	3110		500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			2464.00	0.00		X	4500793	コーセル						154000	P05-1	ｺｰｾﾙ	02		
35021021300	P300	ROH	Y	7010000.000	1000	7010.000	2025	001	1200	ZZS310	PC	F			PBA150F-48-N DC48V DC3.3A 150*		20120321	SISSYS	20250723	SISSYS	ZZZ		L		3110	3110		504		S90	PD	010	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			6360.00	0.00		X	4500793	コーセル						154000		ｺｰｾﾙ	02		
35021023500	P300	ROH	Y	2600000.000	1000	2600.000	2025	001	1200	ZZS310	PC	F			PBA15F-15-N 15V 1A 15W AC85-2*		20131024	SISSYS	20250723	SISSYS	ZZZ		L		3110	3110	3110	500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			2060.00	0.00		X	4500793	コーセル				4		154000	P05-2	ｺｰｾﾙ	02		
35021032300	P300	ROH	Y	3120000.000	1000	3120.000	2025	001	1200	ZZS310	PC	F			PBA15F-15CN1 15V 1A 15W AC85-*		20200824	SISSYS	20250723	SISSYS	ZZZ		N		3110	3110		504		S90	PD	080	365	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			2830.00	0.00			4500793	コーセル						154000		ｺｰｾﾙ	02		
SSS80000811	P300	ROH		66300.000	1	66300.000	0000	000	1200	ZZS300	PC	F			広域認定処理費(福島県双葉町向け)		20250723	MM3008	20250724	SD3007	99				3110	3110		503		S90	PD	080	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						0.00	0.00										154000			02		
P0A557408	P300	HALB		19469000.000	1000	19469.000	0000	000	2200	ZZS310	PC	F			MK-5574A S08 PWM CTRL 30V		20090611	SIS008	20250724	MM3008	ZZH		L		3110	3110	3110	500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						3557.00	1675.00	B	Y	4500112	三社電機		1				154000		ｻﾝｼﾔ D	02		
SSS81000120	P300	ROH		993600.000	1	993600.000	0000	000	1200	ZZS300	PC	F			PFXP6C6DPN604BCN00(基板2枚PS6000ソフト込み硫黄島航空)		20250724	MM3005	20250724	SD3003	99				3110	3110		503		S90	PD	080	90	0	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						0.00	0.00										154000			02		
SSS81000121	P300	ROH		899600.000	1	899600.000	0000	000	1200	ZZS300	PC	F			PFXP6C6APN604BCN00(基板2枚PS6000ソフト込み新田原基地)		20250724	MM3005	20250724	SD3003	99				3110	3110		503		S90	PD	080	90	0	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						0.00	0.00										154000			02		
SSS80000814	P300	ROH		30100.000	1	30100.000	0000	000	1200	ZZS300	PC	F			FVL-50-12(Dプロジェクト京田辺)		20250724	MM3005	20250725	SD3004	99				3110	3110		503		S90	PD	080	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						0.00	0.00										154000			02		
53612402900	P300	ROH		278000.000	1000	278.000	0000	000	1200	ZZS310	M	F			ﾎｯｸﾁｭｰﾌﾞ HTN-50RK ﾎｯｸﾁｭｰﾌﾞ ﾅｲ*		20120106	SISSYS	20250728	MM1055	ZZZ		N		3110	3110	3110	500		S90	PD	080	15	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			345.00	0.00		Y	4500473	篠原電機						154000		ｼﾉﾊﾗ D	02		
97K174927	P300	HALB	Z3	26747.000	1	26747.000	2025	004	2200	ZZS310	PC	F			XIK-1749BU27  PZA114000		20090611	SIS019	20250725	MM3009	MAIN		L		3110	3110		502		S90	PD	005	40	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	20.000			X						9442.00	4444.00		Y	4500112	三社電機		1				154000	CB02-3	ｻﾝｼﾔ D	02		P00A0761602
P0A360006	P300	HALB		17222.000	1	17222.000	2025	004	2200	ZZS310	PC	F			IK-3600 U06 FOR IK-4360		20090611	SIS019	20250728	MM3005	ZZH		L		3110	3110		502		S90	PD	010	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	10.000			X						3533.00	1663.00	A	Y	4500112	三社電機		1				154000	CB08-2	ｻﾝｼﾔ D	02		
SSS80000815	P300	ROH		16100.000	1	16100.000	0000	000	1200	ZZS300	PC	F			FVL-300(薬師岳無線中継所)		20250728	MM3008	20250729	SD3004	99				3110	3110		503		S90	PD	080	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						0.00	0.00										154000			02		
SSS80000816	P300	ROH		16100.000	1	16100.000	0000	000	1200	ZZS300	PC	F			FVL-300(桝形山無線中継所)		20250728	MM3008	20250729	SD3004	99				3110	3110		503		S90	PD	080	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1.000			X						0.00	0.00										154000			02		
35015012900	P300	ROH	Z	13900000.000	1000	13900.000	2025	001	1200	ZZS310	PC	F			MS9-5 DC   5V DC   6A 30W ﾆｳﾘ*		20090611	SIS008	20250729	MM3009	35		L		3110	3110		502		S90	PD	040	180	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			9350.00	0.00		X	4500613	ＴＤＫラムダ				3		154000	SSS未使用-10	TDKﾗﾑﾀ	02		
20612040500	P300	ROH		1667000.000	1000	1667.000	2025	001	1200	ZZS310	PC	F			A16L-JWA-T1-2 LEDｼｷ ﾃﾝﾄｳAC/DC110 2C(ｵﾙﾀﾈ		20090612	SIS008	20250729	MM3009	20		L		3110	3110		503		S90	PD	010	61	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2008/05/01	三社ランク指針適合品(RoHS品)	A	安全重要部品	1969.00	0.00		Y								154000	保守1	ｵﾑﾛﾝ	02		
