分類	完成年月	月数	品目コード	品目テキスト	指図	保管場所	計画開始	計画終了	受注変更前計画終了	WBS要素	プラント	品目タイプ	MRP管理者	MRP管理者名	指図タイプ	指図タイプ名	指図カテゴリ	項目	工場	区分	タイプ	投入数	当月予定数	不良数	最大完成数	過去完成数累計	完成数	完成残数	計画原価	実績原価	原価差異	実績正味原価	正味原価差異	実績副資材	当月副資材	実績間接費	当月間接費	予定原価	不良原価	製品金額	製品残金額	製品不良金額	計画原価ORG	実績原価ORG	原価差異ORG	実績正味原価ORG	正味原価差異ORG	実績副資材ORG	当月副資材ORG	実績間接費ORG	当月間接費ORG	予定原価ORG	不良原価ORG	製品金額ORG	製品残金額ORG	製品不良金額ORG	材料原価	加工原価	経費原価	直接材料費	補助材料費	副資材費	外注加工費	労務費	間接費	設備費	経費	有効価格なし	逆ザヤ	販売伝票	販売伝票明細
10.完成予定	2025/08	 2	A00A2136500	日進市民会館大　改修部材	40164747	1911	20250807	20250828		L-0344099-10	P100	UNBW	B50	小型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	小型(内作)	大阪	小型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	278903.000	0.000	278903.000	0.000	278903.000	0.000	0.000	0.000	0.000	278903.000	0.000	0.000	484000.000	0.000	278903.000	0.000	278903.000	0.000	278903.000	0.000	0.000	0.000	0.000	278903.000	0.000	0.000	484000.000	0.000	241559.000	0.000	37344.000	241150.000	0.000	0.000	22359.000	9131.000	3981.000	1873.000	409.000			344099	000010
03.12xxNW	2025/08	 2	J00A7153300	ｹｰｽ金具構成表(日進改修)	40164754		20250818	20250825		L-0344099-10-01-01	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6000.000	6000.000	0.000	5293.000	707.000	116.000	0.000	0.000	0.000	0.000	0.000	6000.000	0.000	0.000	6000.000	0.000	0.000	6000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	JHA256106	MRS-40/12060ACY ｹｰｽ構成表	40164766		20250717	20250804		M-0338167-10-01-03	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	145000.000	0.000	145000.000	0.000	145000.000	0.000	0.000	0.000	0.000	0.000	0.000	145000.000	0.000	0.000	145000.000	0.000	145000.000	0.000	145000.000	0.000	0.000	0.000	0.000	0.000	0.000	145000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 3		別盤(LCP)_ハーネス（一品）	40164770		20250610	20250702		G-0327744-10-01-07-02	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	A00A2064704	SFST25SGB1-100MSE 予備品	40164845		20250723	20250827		I-0334840-10-01-07	P100	UNBW	C28	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0	A00A2132600	富士松高圧変圧器盤予備品	40164863	1911	20250806	20250827		M-0344515-10	P100	UNBW	C51	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	192206.000	0.000	192206.000	0.000	192206.000	0.000	0.000	0.000	0.000	192206.000	0.000	0.000	335500.000	0.000	192206.000	0.000	192206.000	0.000	192206.000	0.000	0.000	0.000	0.000	192206.000	0.000	0.000	335500.000	0.000	148128.000	0.000	44078.000	146220.000	0.000	0.000	26391.000	10778.000	4698.000	2211.000	1908.000			344515	000010
10.完成予定	2025/08	 2	A00A2136100	UG1-4150FT3	40164865	1911	20250729	20250819		E-0344518-10	P100	UNBW	B10	小型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	小型(内作)	大阪	小型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	146841.000	0.000	146841.000	0.000	146841.000	0.000	0.000	0.000	0.000	146841.000	0.000	0.000	183000.000	0.000	146841.000	0.000	146841.000	0.000	146841.000	0.000	0.000	0.000	0.000	146841.000	0.000	0.000	183000.000	0.000	122166.000	0.000	24675.000	121223.000	0.000	0.000	14774.000	6033.000	2630.000	1238.000	943.000			344518	000010
10.完成予定	2025/07	 0		切替盤_ハーネス	40164868		20250625	20250718		I-0316840-10-01-07-01	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		直流分岐盤_ハーネス	40164870		20250625	20250718		I-0316840-10-01-08-01	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		No.1CVCF用ﾕﾆｯﾄ_ﾊｰﾈｽ	40164874		20250710	20250718		I-0316840-10-01-10-02	P100		CD3	大型ハーネス（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		No.2CVCF用ﾕﾆｯﾄ_ﾊｰﾈｽ	40164878		20250710	20250718		I-0316840-10-01-11-02	P100		CD3	大型ハーネス（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		ハーネス	40164880		20250703	20250715		I-0344429-10-01-01	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
03.12xxNW	2025/08	 2	J00A7160400	ｹｰｽ金具構成表(IO)	40164883		20250701	20250722		I-0334840-10-01-04-02	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	247842.000	-247842.000	9027.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X	X		
03.12xxNW	2025/08	 2	J00A7160500	ｹｰｽ金具構成表(INV)	40164885		20250701	20250722		I-0334840-10-01-05-02	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	254823.000	-254823.000	9281.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X	X		
03.12xxNW	2025/08	 2	J00A7160600	ｹｰｽ金具構成表(BATT)	40164887		20250701	20250722		I-0334840-10-01-06-01	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	383482.000	-383482.000	13967.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X	X		
10.完成予定	2025/06	 3	J00A7164900	ユニット線止め金具	40164912		20241105	20250625		I-0333103-10-01-13	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	1000.000	0.000	1000.000	0.000	1000.000	0.000	0.000	0.000	0.000	0.000	0.000	1000.000	0.000	0.000	1000.000	0.000	1000.000	0.000	1000.000	0.000	0.000	0.000	0.000	0.000	0.000	1000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	F00A0912600	PR40A DCL	40164958		20250801	20250826		M-0344234-10-01-01	P100	HALB	BB0	小型変圧	ZPS2	プロジェクト電源（活動割当）	20	小型(変圧)	大阪	変圧	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	2000.000	0.000	2000.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	2000.000	0.000	0.000	2000.000	0.000	2000.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	F00A0912700	PR100A DCL	40164959		20250801	20250826		M-0344234-10-01-02	P100	HALB	BB0	小型変圧	ZPS2	プロジェクト電源（活動割当）	20	小型(変圧)	大阪	変圧	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	2000.000	0.000	2000.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	2000.000	0.000	0.000	2000.000	0.000	2000.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 1	F00A0912800	PR8V40A TRANS	40164960		20250801	20250826		M-0344234-10-01-03	P100	HALB	BB0	小型変圧	ZPS2	プロジェクト電源（活動割当）	20	小型(変圧)	大阪	変圧	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	2000.000	0.000	2000.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	2000.000	0.000	0.000	2000.000	0.000	2000.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	F00A0912900	PR15V100ATRANS	40164961		20250801	20250826		M-0344234-10-01-04	P100	HALB	BB0	小型変圧	ZPS2	プロジェクト電源（活動割当）	20	小型(変圧)	大阪	変圧	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	2000.000	0.000	2000.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	2000.000	0.000	0.000	2000.000	0.000	2000.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	2000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0	E00A6186900	ﾀﾞｲｵｰFIN (THS有）	40165066		20250717	20250818		M-0343915-10-01-02	P100	HALB	CE0	ヒートシンク	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	7552.000	0.000	7552.000	0.000	7552.000	0.000	0.000	0.000	0.000	0.000	0.000	7552.000	0.000	0.000	7552.000	0.000	7552.000	0.000	7552.000	0.000	0.000	0.000	0.000	0.000	0.000	7552.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	A00A2125600	富士松整流器予備品	40165071	1911	20250805	20250819		M-0344986-10	P100	UNBW	C51	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	289126.000	0.000	289126.000	0.000	289126.000	0.000	0.000	0.000	0.000	289126.000	0.000	0.000	642500.000	0.000	289126.000	0.000	289126.000	0.000	289126.000	0.000	0.000	0.000	0.000	289126.000	0.000	0.000	642500.000	0.000	222813.000	0.000	66313.000	220260.000	0.000	0.000	39704.000	16215.000	7068.000	3326.000	2553.000			344986	000010
06.営業在庫消費	2025/08	 1	A00A1354301	#HKD-81GU	40165077	1910				M-0345013-10	P100	UNBW	B10	小型１号ライン			00	－	－	－	－	0.000	0.000	0.000	0.000	0.000	-4.000	4.000	-306888.000	-306888.000	0.000	-306888.000	0.000	0.000	0.000	0.000	0.000	306886.800	0.000	-376000.000	376000.000	0.000	-306888.000	-306888.000	0.000	-306888.000	0.000	0.000	0.000	0.000	0.000	306886.800	0.000	-376000.000	376000.000	0.000	-248309.600	0.000	-58577.200	-248309.600	0.000	0.000	-1192.000	-57385.200	0.000	0.000	0.000				
10.完成予定	2025/08	 2	J00A3272003	ｹｰｽ金具構成表	40165150		20250728	20250819		G-0343769-30-01-04-01	P100	HALB	CC1	ケース（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	J00A3272003	ｹｰｽ金具構成表	40165157		20250729	20250819		G-0343769-40-01-04-01	P100	HALB	CC1	ケース（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	J00A3272003	ｹｰｽ金具構成表	40165164		20250729	20250819		G-0343769-50-01-04-01	P100	HALB	CC1	ケース（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	5.000	5.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		大型Ｂ１変圧（ケース）	40165197		20250805	20250826		M-0340039-10-01-01-01	P100		CC2	ケース（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		大型Ｂ１変圧（ブスバー）	40165198		20250805	20250826		M-0340039-10-01-01-02	P100		CF2	ブスバー（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0	A00A2141900	百里部材AU15N-A7-11-11	40165217	1911	20250808	20250822		I-0345231-10	P100	UNBW	C51	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	141688.000	0.000	141688.000	0.000	141688.000	0.000	0.000	0.000	0.000	141688.000	0.000	0.000	220000.000	0.000	141688.000	0.000	141688.000	0.000	141688.000	0.000	0.000	0.000	0.000	141688.000	0.000	0.000	220000.000	0.000	132711.000	0.000	8977.000	132460.000	0.000	0.000	5374.000	2195.000	957.000	451.000	251.000			345231	000010
10.完成予定	2025/08	 0	A00A2142300	輪島部材AU50N-A7-11-1	40165218	1911	20250808	20250825		I-0345236-10	P100	UNBW	C51	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	141688.000	0.000	141688.000	0.000	141688.000	0.000	0.000	0.000	0.000	141688.000	0.000	0.000	220000.000	0.000	141688.000	0.000	141688.000	0.000	141688.000	0.000	0.000	0.000	0.000	141688.000	0.000	0.000	220000.000	0.000	132711.000	0.000	8977.000	132460.000	0.000	0.000	5374.000	2195.000	957.000	451.000	251.000			345236	000010
10.完成予定	2025/07	 2	J00A7175500	ｹｰｽ構成表(入出力盤)	40165221		20250703	20250724		I-0316838-10-01-04-02	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 2	J00A7175200	ｹｰｽ構成表（NO.1CVCF盤）	40165222		20250703	20250724		I-0316838-10-01-05-02	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 2	J00A7175300	ｹｰｽ構成表（NO.2CVCF盤)	40165223		20250703	20250724		I-0316838-10-01-06-02	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 2	J00A7175400	ｹｰｽ構成表(切替盤)	40165224		20250703	20250724		I-0316838-10-01-07-02	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	A00A1946200	KTA-HPR用 PCｹｰﾌﾞﾙ	40165264	1911	20250722	20250808		M-0345429-10	P100	UNBW	B55	小型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	小型(内作)	大阪	小型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	41852.000	0.000	41852.000	0.000	41852.000	0.000	0.000	0.000	0.000	41852.000	0.000	0.000	60000.000	0.000	41852.000	0.000	41852.000	0.000	41852.000	0.000	0.000	0.000	0.000	41852.000	0.000	0.000	60000.000	0.000	33992.000	0.000	7860.000	33540.000	0.000	0.000	4401.000	2489.000	524.000	446.000	452.000			345429	000010
10.完成予定	2025/08	 2	J00A7212300	ｹｰｽ金具構成表(IO)	40165296		20250718	20250819		I-0335841-10-01-04-02	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	E00A6397400	ﾌﾞｽﾊﾞｰ構成表(IO)	40165297		20250718	20250819		I-0335841-10-01-04-03	P100	HALB	CF0	ブスバー	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	J00A7212400	ｹｰｽ金具構成表(INV)	40165298		20250718	20250819		I-0335841-10-01-05-02	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 1	E00A6397200	ﾌﾞｽﾊﾞｰ構成表(INV)	40165299		20250718	20250819		I-0335841-10-01-05-03	P100	HALB	CF0	ブスバー	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	12251.000	0.000	12251.000	0.000	12251.000	0.000	0.000	0.000	0.000	0.000	0.000	12251.000	0.000	0.000	12251.000	0.000	12251.000	0.000	12251.000	0.000	0.000	0.000	0.000	0.000	0.000	12251.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	J00A7212500	ｹｰｽ金具構成表(BATT)	40165300		20250718	20250819		I-0335841-10-01-06-01	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		ハーネス（一品）	40165333		20250704	20250717		G-0317142-10-01-03	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0	A00A2144500	SCH1F7-47-12600LC用DDC	40165335	1911	20250805	20250827		G-0345669-10	P100	UNBW	C51	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	363037.000	0.000	363037.000	0.000	363037.000	0.000	0.000	0.000	0.000	363037.000	0.000	0.000	897300.000	0.000	363037.000	0.000	363037.000	0.000	363037.000	0.000	0.000	0.000	0.000	363037.000	0.000	0.000	897300.000	0.000	363037.000	0.000	0.000	362440.000	0.000	0.000	0.000	0.000	0.000	0.000	597.000			345669	000010
10.完成予定	2025/08	 2	A00A2087902	SCA4F7-110-600SVC ﾘﾓｺﾝ	40165336		20250718	20250822		G-0336452-10-01-06	P100	UNBW	CK9	光明電機 S	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
